Emoji_0,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Emoji_6,Emoji_7,Emoji_8,Emoji_9,Emoji_10,Emoji_11,Emoji_12,Emoji_13,Emoji_14,Emoji_15,Emoji_16,Emoji_17,Emoji_18,Emoji_19,Emoji_20,Emoji_21,Emoji_22,Emoji_23,Emoji_24,Emoji_25,Emoji_26,Emoji_27,Emoji_28,Emoji_29,Emoji_30,Emoji_31,Emoji_32,Emoji_33,Emoji_34,Emoji_35,Emoji_36,Emoji_37,Emoji_38,Emoji_39,Emoji_40,Emoji_41,Emoji_42,Emoji_43,Emoji_44,Emoji_45,Emoji_46,Emoji_47,Emoji_48,Emoji_49,Emoji_50,Emoji_51,Emoji_52,Emoji_53,Emoji_54,Emoji_55,Emoji_56,Emoji_57,Emoji_58,Emoji_59,Emoji_60,Emoji_61,Emoji_62,Emoji_63
0.82617371,0.44056469,0.30177723,0.40521052,0.211938219,0.26517741,0.373675933,0.143713909,0.104203776,0.19665927,0.28839906,0.328821992,1.18880137,0.177589564,0.27104063,0.114425328,0.132251631,0.35493163,0.060235935,0.80406124,0.57004086,0.399683417,0.88815281,0.024145055,0.102199828,0.98922905,0.143503873,0.37647789,0.59968523,0.37071066,0.209465927,0.330407785,1.07175285,0.743193343,0.55813145,0.36901619,0.091846348,0.54636102,0.23889187,0.47595453,0.54714697,0.79637786,0.75505524,0.36107013,0.30952639,0.45314019,0.27525885,0.113324271,0.152329521,0.29672015,0.197117905,0.49497591,0.46075707,0.41419176,0.27005116,0.83661267,0.29053219,0.337821114,0.49694004,0.068651758,0.062673886,0.105487677,0.70533407,0.110400458
0.50947588,0.29934686,0.21318446,0.33181354,0.200361887,0.238422472,0.50292936,0.20111837,0.144781233,0.22759339,0.30544464,0.442459564,0.68641859,0.312577775,0.18818784,0.17736744,0.17864589,0.45518071,0.082609605,0.50725425,0.47620576,0.38364377,0.51375546,0.038636293,0.184391066,0.57009224,0.205689654,0.36672708,0.33071736,0.27553593,0.3301395,0.47774758,0.76126115,0.96404789,0.67290974,0.409702,0.13324575,0.49954214,0.21362882,0.72539023,0.59310105,0.58120025,0.61889854,0.36947526,0.46284488,0.47536437,0.39734484,0.159732426,0.281515638,0.25747794,0.23724446,0.44472578,0.40974639,0.44051174,0.29372817,0.63916014,0.30710578,1.00750669,1.12677457,0.109016804,0.08789154,0.141072731,0.53450259,0.285875006
0.57576185,0.40524385,0.23615149,0.33755848,0.187846639,0.27680048,0.43770062,0.16848865,0.138380674,0.29353975,0.32337145,0.309775622,0.94213784,0.34121063,0.26825088,0.172873148,0.15050099,0.4333679,0.057943092,0.64950135,0.53587651,0.36272049,0.67801249,0.031019669,0.1468315104,0.75970313,0.19498739,0.36274044,0.39476796,0.30243524,0.34103031,0.555037841,0.96222113,0.81808698,0.49547938,0.38340732,0.114883042,0.53154144,0.22519122,0.40708726,0.56944398,0.72995692,0.87176502,0.37829867,0.4868526,0.46550084,0.32939645,0.147036229,0.2441924105,0.27049427,0.273951992,0.46786108,0.42818562,0.40497064,0.312254683,0.75059461,0.23016223,0.717102714,0.52889468,0.08880266,0.058852236,0.136033486,0.6246924,0.175237184
0.621172806,0.34365145,0.22290474,0.31549392,0.240525899,0.263436457,0.38228678,0.18524769,0.139215975,0.252619619,0.34734244,0.240368295,0.71743891,0.266735875,0.22477986,0.135800311,0.188844128,0.35202388,0.071301008,0.57797438,0.49119073,0.41260375,0.57827332,0.05571044,0.151121974,0.66582125,0.121548486,0.37761519,0.45020273,0.29516588,0.29653025,0.500926301,1.04399071,0.998418012,0.592460388,0.41298608,0.136745155,0.55304235,0.23577357,0.70694382,0.71623757,0.671864711,0.98597879,0.40651187,0.535864893,0.47234408,0.35403127,0.14888553,0.207281765,0.27847219,0.257397755,0.34931352,0.48377681,0.502671291,0.358297746,0.83187109,0.25878242,0.45198195,0.48592125,0.085512433,0.068775309,0.149530656,0.64736995,0.125090604
0.59236197,0.390848699,0.23146777,0.32036846,0.1598979046,0.26594355,0.360821526,0.183000236,0.156424659,0.168253505,0.29413109,0.1092674506,0.94830284,0.252115047,0.304711326,0.129426234,0.161362235,0.424887885,0.0899130217,0.694144419,0.42871267,0.375078143,0.70484434,0.0396734286,0.1102326503,0.73918338,0.117376697,0.39902227,0.38340146,0.29679325,0.255484237,0.350829527,1.687284442,0.89855426,0.69646633,0.37274976,0.109263505,0.682459664,0.2590331,0.479074003,0.99394765,0.45555834,0.50443005,0.41071587,0.41288676,0.47642326,0.38438572,0.1406254392,0.0603757564,0.21734746,0.177371659,0.49399719,0.46431402,0.4168004,0.275164603,1.168773131,0.3443459,0.372565377,0.38627399,0.1153782736,0.0883500043,0.216761974,0.63917036,0.1608714276
0.63516656,0.414611252,0.27369317,0.36836132,0.154981694,0.34964164,0.392957,0.142636711,0.125849675,0.20747645,0.27528821,0.230319646,0.86981777,0.32979949,0.46635137,0.14678604,0.12461339,0.38450237,0.059856206,0.61380269,0.43391179,0.36114736,0.69086594,0.029515277,0.123108301,0.68064108,0.15246868,0.44138874,0.36776118,0.32070082,0.31670239,0.41925773,1.13647488,0.82801842,0.7150519,0.51956664,0.093603031,0.59767454,0.25423046,0.51198291,0.5394783,0.59269332,0.64340212,0.38237195,0.42999719,0.50743034,0.48746583,0.125040127,0.167524851,0.22193159,0.204694579,0.48202461,0.43815088,0.36248073,0.26242552,0.8807654,0.27157175,0.73220538,0.67108222,0.082114196,0.0600368204,0.15211452,0.5761652,0.166244717
0.62077043,0.32627262,0.257997663,0.34892887,0.184529157,0.27348616,0.38034458,0.21487798,0.18623077,0.25695286,0.36259346,0.288469948,0.7953861,0.27028896,0.21398841,0.17672267,0.22617527,0.42701422,0.104116282,0.54108269,0.51315326,0.37011799,0.56834989,0.052566639,0.219980353,0.63093769,0.16440485,0.37571877,0.47458475,0.329265901,0.55523716,0.40749104,0.81844495,0.74542522,0.65722759,0.4082697,0.132273708,0.4938692,0.24295868,0.36911357,0.63844772,0.67331121,0.78941515,0.375113,0.41842761,0.47632481,0.41031411,0.206754428,0.18937892,0.32038142,0.28360238,0.4952624,0.42530336,0.49233316,0.33529158,0.67518656,0.25133824,0.564438806,0.63819521,0.125963323,0.105010685,0.241708425,0.65042791,0.232446887
0.50824014,0.25433201,0.23690745,0.40170691,0.295715153,0.27464474,0.48422529,0.21966678,0.184031772,0.27299272,0.3902989,0.254173483,0.77460866,0.31910529,0.19923976,0.15906309,0.23937245,0.50658982,0.093554304,0.45857813,0.47568663,0.36439077,0.46245061,0.045841862,0.206251147,0.56034077,0.14456602,0.36892842,0.46194569,0.32240151,0.37857156,0.57391227,0.68337304,1.0168235,0.78425188,0.4148912,0.170863405,0.40640333,0.18869429,0.33149018,0.7169038,0.60330746,0.95167159,0.35528667,0.49291577,0.45574833,0.52514738,0.207368995,0.143010863,0.35779499,0.26362947,0.54036284,0.43994004,0.51569373,0.34887193,0.55665742,0.20683722,0.64562827,0.46537144,0.132569228,0.101254632,0.233275864,0.6407969,0.210830611
0.6720376,0.415474756,0.31613761,0.42430496,0.192921904,0.302691603,0.41456343,0.13752105,0.12683025,0.25159086,0.30532975,0.20536319,0.90043083,0.38053886,0.30159551,0.14807975,0.13079339,0.43381458,0.074245397,0.68722296,0.47228303,0.31780013,0.67353654,0.037062704,0.095910906,0.75802198,0.17124899,0.37405888,0.45574919,0.36982526,0.25445655,0.42421772,0.914264342,0.65414336,0.59147336,0.49314926,0.10876683,0.55893146,0.27246522,0.570876,0.5832274,0.82450354,0.83700271,0.42483962,0.46845914,0.50083144,0.43509451,0.12016812,0.165062283,0.33251327,0.18033568,0.679859,0.53753149,0.35654749,0.25417489,0.751141788,0.29259191,0.33512076,0.41064761,0.096225264,0.076860092,0.14852741,0.64004796,0.1589595
0.70226756,0.31174887,0.22343563,0.33628195,0.154388512,0.25648244,0.40987983,0.186445472,0.136519004,0.25182197,0.35208224,0.415283088,0.85205088,0.28641187,0.17956976,0.16579141,0.178737319,0.35399465,0.0749410656,0.54495717,0.4918698,0.312018747,0.60223768,0.0440960778,0.15319576,0.62848365,0.16769542,0.38069082,0.42955222,0.28852361,0.4111754,0.50139776,1.00312789,0.92514339,0.62840934,0.37494539,0.153004804,0.53615863,0.19900819,0.42841303,0.48864776,0.52615203,0.81825776,0.37097266,0.49658369,0.43793131,0.32267346,0.147604395,0.302154976,0.29599885,0.30307651,0.65387175,0.43296464,0.5043149,0.3871715,0.81756559,0.25155726,0.61279616,0.65408396,0.090805789,0.0702224731,0.158716497,0.64524542,0.178392569
0.62997205,0.414550007,0.24288135,0.37365605,0.217392275,0.250251166,0.4343725,0.171813914,0.152566162,0.27750019,0.32008489,0.50995533,0.66281284,0.2874751,0.316922201,0.173318134,0.167976128,0.45730217,0.08088054,0.68377957,0.43706306,0.2526654,0.6001771,0.051778,0.179185879,0.62752371,0.27675739,0.341973777,0.38772974,0.3069512,0.36047667,0.47917141,1.293645553,0.79708271,0.50118682,0.45562042,0.118384226,0.64443913,0.30484605,0.3200299,0.68482508,0.57513402,0.63940271,0.35067958,0.36399096,0.44521124,0.39960957,0.166822982,0.325542814,0.2611323,0.23476811,0.37475932,0.37353806,0.42349403,0.28220018,0.96925756,0.27653317,0.71108499,0.56127299,0.091373564,0.075276697,0.130538772,0.55244409,0.168955099
0.68852236,0.40623741,0.23892955,0.32232784,0.12497387,0.30648878,0.34509732,0.166695864,0.093154488,0.242451176,0.32815622,0.15111801,1.02801898,0.31754941,0.23422742,0.136799089,0.133683032,0.39913763,0.044394054,0.75807962,0.55268264,0.32062178,0.79332128,0.029205828,0.067440069,0.8709574,0.169558051,0.42714786,0.44278522,0.29777956,0.28613632,0.47712528,1.27995955,0.87271287,0.6087035,0.37881329,0.136305163,0.53149849,0.24004144,0.48225989,0.6076876,0.73886263,0.46405451,0.41508962,0.42211599,0.50031453,0.31816626,0.08914758,0.102993129,0.27466966,0.288456499,0.4285585,0.45484094,0.48800441,0.370936322,0.92503109,0.35160777,0.486232917,0.51308308,0.063127995,0.057550376,0.105234932,0.6749359,0.128199136
0.82049312,0.34515477,0.28478216,0.43680453,0.135477997,0.27576732,0.440438946,0.157209869,0.123313863,0.26446009,0.30234396,0.32638214,1.1338236,0.29063551,0.21509547,0.140327958,0.139700157,0.38186155,0.062315215,0.55900422,0.51219134,0.30889333,0.72506989,0.033098439,0.1249682697,0.76379851,0.130316333,0.37974197,0.47010517,0.34514587,0.285253258,0.375858679,0.79246643,0.711327377,0.62881053,0.43657182,0.109744996,0.46503379,0.23002287,0.75962019,0.66911156,0.75333331,0.74740901,0.39352104,0.49000509,0.49277521,0.44723705,0.128066961,0.239084127,0.35517141,0.251574575,0.60665631,0.50891014,0.450197011,0.328163871,0.63301815,0.21768394,0.385072832,0.49377687,0.077583787,0.07453618,0.095305568,0.5870353,0.151339577
0.44600406,0.41156036,0.27153358,0.44340108,0.135525103,0.4082679,0.31107616,0.123750577,0.11852375,0.18439265,0.23691076,0.423033902,0.83114207,0.266117197,0.18595755,0.128080097,0.112330725,0.394665023,0.0565649139,0.62105723,0.34504839,0.691738076,0.71809441,0.0293868404,0.1284514455,0.72302977,0.11725263,0.50957526,0.32600826,0.36040027,0.2963663,0.280311156,1.283843456,0.504406117,0.98164964,0.50992069,0.087413955,0.66066759,0.22555246,0.3077599,0.4389962,0.75086038,1.12177009,0.41647704,0.48621596,0.51225008,0.73944936,0.1239510964,0.302765374,0.25677633,0.155026374,0.55084893,0.45730182,0.26863524,0.20513332,1.03334044,0.24011789,0.310433975,0.52307396,0.0751845679,0.0602382663,0.113662991,0.50719649,0.15352281
0.65358262,0.298992827,0.24215989,0.46488988,0.337056457,0.36800397,0.55646758,0.16508435,0.201905931,0.243288774,0.27022131,0.415896634,0.73023924,0.48458718,0.20136998,0.18598198,0.170672598,0.50597253,0.121135516,0.499367179,0.42942427,0.384645269,0.56856726,0.044562963,0.2166597409,0.58497815,0.143343466,0.51154211,0.34727772,0.2999359,0.29329189,0.442443592,0.79992179,0.69224703,0.9905689,0.45220486,0.16186032,0.42589303,0.21803933,0.25781435,0.60425944,0.64816842,0.72844897,0.37018402,0.50448012,0.47815949,0.72337289,0.205203943,0.482813163,0.29182267,0.220425045,0.65484351,0.37900162,0.38258652,0.24539325,0.62774265,0.2092286,0.35914085,0.39871214,0.129217521,0.105177888,0.192916093,0.47711971,0.199482516
0.58097766,0.30318408,0.21429904,0.3394921,0.103092312,0.30559526,0.31139797,0.16747215,0.140885821,0.20020024,0.29319593,0.241885725,1.07557611,0.19546468,0.2195323,0.127554579,0.15271179,0.35463411,0.052651231,0.5606424,0.44596007,0.49881802,0.7339172,0.031673776,0.157288095,0.7728424,0.10706738,0.48354376,0.42106706,0.303323,0.28079424,0.36893161,1.07960441,0.85815886,0.81697546,0.44411615,0.094499258,0.5135161,0.22443082,0.40908012,0.75261282,0.60254127,0.85457177,0.43335152,0.4984255,0.52228555,0.47392432,0.155076513,0.142719219,0.25405382,0.26402193,0.46408562,0.51504207,0.48683272,0.32296106,0.8547487,0.2107743,0.51108004,0.6140391,0.08856186,0.066699323,0.142256987,0.6466691,0.13660911
0.60837465,0.311511421,0.19449832,0.31196406,0.163787614,0.23312926,0.4511614,0.17227823,0.199119336,0.20893859,0.29187031,0.47484634,0.75924987,0.340306547,0.248427438,0.159493115,0.169946139,0.4673376,0.106578656,0.517871166,0.44955865,0.51318129,0.68206053,0.043806574,0.216780326,0.65566478,0.13811198,0.32177878,0.41440049,0.2543461,0.70769173,0.64881354,0.800902604,0.88232185,0.53422744,0.34175482,0.113243875,0.43427647,0.24284125,0.350746101,0.60926873,0.5033701,0.70980733,0.33377941,0.4519205,0.39048872,0.43573513,0.214576226,0.335587726,0.25173342,0.245883875,0.59003023,0.4475919,0.43823566,0.30972978,0.634819395,0.24291473,0.663110893,0.66053686,0.142360079,0.102458584,0.212439239,0.61649868,0.319922316
0.74279134,0.36293763,0.23668233,0.31385912,0.205700632,0.19449351,0.36582311,0.166507818,0.136962672,0.19309321,0.29636087,0.422607227,0.89441012,0.24362607,0.21660226,0.109471842,0.130519101,0.39663627,0.063357539,0.63719961,0.44776,0.48679728,0.65653651,0.029623026,0.165969845,0.72493614,0.12727322,0.32215494,0.42125146,0.27919846,0.26046329,0.65931231,1.48839931,1.00028141,0.50748987,0.27563238,0.10366338,0.66428584,0.20084857,0.35777611,0.60564336,0.79661516,0.62221313,0.32419537,0.64879623,0.35620822,0.25331714,0.150709143,0.222711029,0.23057096,0.25652483,0.58979799,0.38077751,0.48139574,0.33330356,1.07415052,0.20035097,0.32738701,0.50718788,0.098190315,0.067805955,0.157437061,0.6389203,0.166495714
0.84076143,0.33917277,0.27356527,0.40175007,0.131378451,0.23840441,0.36035261,0.153738222,0.087065695,0.23433974,0.33956616,0.184696367,1.08656408,0.271931525,0.211900352,0.119264265,0.129864057,0.34790553,0.047497322,0.61104175,0.55254209,0.26437508,0.67394527,0.0244811588,0.078897949,0.76635664,0.1329138,0.34639595,0.48295314,0.34393436,0.23853334,0.46503738,1.11039692,0.79970888,0.52899896,0.37778687,0.110181672,0.57134452,0.22356339,0.72225426,0.63580969,0.7441656,0.7373388,0.41328198,0.66805954,0.47254651,0.2741511,0.089854719,0.126384399,0.30788461,0.19424522,0.68650678,0.60530479,0.45107052,0.28879511,0.80708681,0.31627396,0.40336927,0.45511747,0.068941673,0.050116557,0.117966722,0.7314233,0.128945354
0.6758654,0.37372115,0.24425131,0.41399033,0.208212459,0.26261128,0.46463147,0.178507,0.13898805,0.22947971,0.34516197,0.204289832,0.86545177,0.23075818,0.24663789,0.15783813,0.178107778,0.41604069,0.074540708,0.6507634,0.4913749,0.33832377,0.68058025,0.032331893,0.1762242066,0.79160908,0.15957299,0.3600007,0.40110693,0.30935911,0.36215264,0.47713635,0.80710545,1.0541763,0.67804239,0.41895919,0.132838923,0.47239597,0.26350046,0.67420161,0.74366291,0.55643393,0.69037992,0.36265507,0.37504961,0.46170586,0.4825808,0.150023216,0.135616284,0.27606327,0.23969404,0.50076698,0.45443979,0.5012676,0.30564301,0.67038329,0.30970319,0.548171887,0.53016306,0.084141814,0.073252738,0.138471427,0.6177798,0.151107944
0.77731461,0.31039824,0.22633715,0.36651397,0.257515961,0.21589413,0.55051022,0.1748405,0.175161746,0.23684894,0.32949636,0.619960839,0.98336725,0.28437358,0.2647018,0.218795903,0.21779272,0.46020039,0.095273523,0.54037272,0.50398439,0.29153916,0.75252771,0.038652947,0.254069982,0.7675276,0.14817506,0.30036082,0.42169378,0.26164817,0.55075432,0.4422647,0.89828288,0.80564924,0.57796677,0.37967249,0.225211579,0.39998417,0.19345061,0.61149455,0.64598205,0.6105579,0.56964074,0.29643961,0.39710266,0.37375349,0.35142113,0.212175779,0.390543012,0.3357089,0.19830002,0.51168293,0.38821746,0.50405111,0.28940132,0.64505926,0.18547296,0.3746096,0.40228993,0.111665296,0.086782428,0.190580448,0.57907858,0.218899386
0.67275751,0.3826986,0.27980695,0.46775254,0.213425711,0.37387769,0.34892868,0.161562721,0.144168948,0.19415537,0.30195539,0.144934455,0.85453895,0.19101175,0.26308621,0.12405303,0.148677989,0.31638587,0.071209483,0.64531689,0.46947732,0.31856444,0.77580114,0.030149658,0.15996903,0.7901739,0.117322949,0.49296607,0.44635874,0.36341011,0.29971481,0.3603056,0.93159395,0.75896073,1.0176997,0.52335671,0.10698505,0.5229275,0.23818031,0.74633061,0.47771166,0.79149639,0.57254937,0.42557072,0.36741721,0.55423472,0.78785181,0.156552605,0.108385164,0.29572414,0.203153491,0.4954865,0.51145054,0.43761056,0.278002674,0.75219846,0.2805584,0.29725151,0.38177569,0.095657336,0.073041518,0.143586971,0.60356838,0.138611436
0.67512633,0.48795339,0.25619739,0.40492172,0.230105602,0.26514722,0.387057,0.16227961,0.173187817,0.21728802,0.28842404,0.228732359,0.87029386,0.23545484,0.22953366,0.13271783,0.15571279,0.36654571,0.078123131,0.85196191,0.49640295,0.31149734,0.70225119,0.034343369,0.2354056,0.85655876,0.15507399,0.40039024,0.40169118,0.31698778,0.25580228,0.36691822,1.2874722,0.66549859,0.62035806,0.40208326,0.110841158,0.67325239,0.25866282,0.41032682,0.55990125,0.62679929,0.68908806,0.41419609,0.41586623,0.45983492,0.41494189,0.219538733,0.174741318,0.25335013,0.201287451,0.51499729,0.49364296,0.40945635,0.28048469,1.03546646,0.29899628,0.29128564,0.42614288,0.121364981,0.092750965,0.189241128,0.59073202,0.167308602
0.67546654,0.428711285,0.26435518,0.36731395,0.188767061,0.282474951,0.3553662,0.142335996,0.121191558,0.31167893,0.2832593,0.271491376,1.01786694,0.31947407,0.33108458,0.15901708,0.12857394,0.32473817,0.059333959,0.686684395,0.48578416,0.27377201,0.72440565,0.041893025,0.11746464,0.760969159,0.18684212,0.369057428,0.48603101,0.3014549,0.51645291,0.41756218,0.83859725,0.55949178,0.52006887,0.3781645,0.127427392,0.55051424,0.345462,0.38504452,0.41994723,0.89945746,1.20148573,0.336909091,0.55902032,0.41917239,0.333333202,0.125967267,0.264012739,0.35712356,0.25455443,0.65164733,0.398104922,0.33709466,0.32471781,0.74394303,0.48842596,0.30440822,0.48768065,0.077839261,0.060580971,0.11144771,0.58695879,0.150522458
0.83080275,0.33996183,0.25054134,0.41244575,0.190113619,0.25236025,0.45887525,0.149981749,0.19211805,0.28382485,0.27486495,0.272051443,0.89940066,0.39820242,0.22856972,0.162117229,0.143112672,0.50020804,0.0906516887,0.54834572,0.45556213,0.60207772,0.45870965,0.0490763277,0.1828074722,0.59504559,0.22270626,0.32065786,0.43380124,0.29852776,0.31477644,0.55905823,0.8544392,0.67255445,0.55107712,0.35469268,0.109603415,0.51327569,0.258225,0.4171824,0.65561251,0.6908718,1.13281533,0.31637392,0.60856018,0.39981562,0.40938295,0.192784969,0.185300579,0.29531764,0.21751955,0.61509899,0.3858562,0.36516096,0.29224566,0.64959746,0.27868118,0.40995334,0.58093311,0.130695187,0.0905611808,0.320724392,0.52502681,0.148701776
0.48993389,0.29738057,0.20948415,0.2998528,0.410062544,0.32430699,0.51786965,0.184394288,0.21947605,0.26980006,0.29852533,0.423025073,0.78236531,0.43254119,0.18424296,0.18173277,0.174639296,0.47163961,0.100978306,0.49005359,0.48295238,0.35538526,0.65803152,0.057877649,0.264481069,0.63083276,0.175415552,0.44389361,0.34503046,0.2529622,0.39439028,0.70469732,0.74576403,0.84987682,0.67557511,0.39600889,0.165725014,0.42170086,0.18954823,0.30534585,0.61360035,0.71053273,0.8480247,0.33638126,0.55331753,0.46957036,0.608807,0.256432383,0.315482426,0.26127395,0.262866895,0.36512796,0.35363868,0.41819593,0.339442526,0.60197852,0.2087489,0.4507874,0.5120617,0.143249337,0.104730796,0.229612382,0.55774129,0.200594503
0.57089093,0.32967563,0.23011981,0.40112354,0.22967955,0.36051936,0.3726409,0.1637501,0.230462818,0.24799494,0.29351686,0.492861602,0.7979631,0.257335003,0.21164163,0.185182137,0.159824614,0.417984,0.122982962,0.564382046,0.45393368,0.49171629,0.645363743,0.038326465,0.244639116,0.648506439,0.16157902,0.44140455,0.39006269,0.2991687,0.29195051,0.43120631,0.992215685,0.67290738,0.81568243,0.49612518,0.105995508,0.481791485,0.19851972,0.324670767,0.55779666,0.55424599,0.55069596,0.36870018,0.42399777,0.51537101,0.73486192,0.238961657,0.397590358,0.26711887,0.187827359,0.50539174,0.41116429,0.39179372,0.28953127,0.763256622,0.22046333,0.50402175,0.45758258,0.142594046,0.12376093,0.304251677,0.57232381,0.250399129
0.65803674,0.329777608,0.26829496,0.43136184,0.264292981,0.27780979,0.459470316,0.141868854,0.124475755,0.268499205,0.31257377,0.1886567031,0.979279,0.251781302,0.226105,0.134448188,0.129742946,0.448783948,0.067806264,0.60590026,0.48352909,0.335476876,0.73116017,0.0324669024,0.1532026114,0.74694074,0.131675873,0.40727526,0.42977014,0.32694541,0.236394682,0.39445653,1.154343207,0.75310946,0.75698157,0.42799816,0.154851097,0.53637046,0.196354,0.41393526,0.77103899,0.78582193,0.78068776,0.36378497,0.499599449,0.4907332,0.446343372,0.139637538,0.129941003,0.29569788,0.212563237,0.62630245,0.44393119,0.3831391,0.297171132,0.8488255,0.23181726,0.346421783,0.44428886,0.087676904,0.073276443,0.133062694,0.6604671,0.135565614
0.64908816,0.291575998,0.213865318,0.31843222,0.28072859,0.237709097,0.58279111,0.16769834,0.153654823,0.27529079,0.34767087,0.493842005,0.92882044,0.29130879,0.165645502,0.166367786,0.161907987,0.53597711,0.075055187,0.528948001,0.45878144,0.31241917,0.609262535,0.035484178,0.143392285,0.638226896,0.146610858,0.344925439,0.45154241,0.273429205,0.38839044,0.66214733,0.860917671,1.04543231,0.611749241,0.35452506,0.176946249,0.44588802,0.16294263,0.435894166,0.72963917,0.6603957,0.67756911,0.347542992,0.41523386,0.42522508,0.37934867,0.159522647,0.491183914,0.26653004,0.2076541,0.60067151,0.434430612,0.45122968,0.29401777,0.652146941,0.20531842,0.48356096,0.50974278,0.094173288,0.06956204,0.205260693,0.64466071,0.170091917
0.53672673,0.39021831,0.22183609,0.32765462,0.117630079,0.33358476,0.36950353,0.156868472,0.119977949,0.20295696,0.28250386,0.405125494,0.8195726,0.22905974,0.2259153,0.12402347,0.135002959,0.31242502,0.051832717,0.66681181,0.42580414,0.30442884,0.73613308,0.027745337,0.101140449,0.75458619,0.13182201,0.47969013,0.42590288,0.30612987,0.27932697,0.38524044,1.33357055,0.87445916,0.76216898,0.42320332,0.084980821,0.61152602,0.21635903,0.41465967,0.57557346,0.58372988,0.96343703,0.43194623,0.40163325,0.49249932,0.56576894,0.120527599,0.276995846,0.27230298,0.21205617,0.53974951,0.50191008,0.39878692,0.27384335,1.0474832,0.25826335,0.39147775,0.50903231,0.089511573,0.059832173,0.16737426,0.63841006,0.119746016
0.67081215,0.36464522,0.26176886,0.44890654,0.2880685446,0.27938938,0.451902413,0.158954417,0.160791755,0.26549541,0.32510033,0.190838397,0.92726331,0.247195197,0.21503185,0.150275924,0.149848217,0.482542267,0.075744218,0.62344094,0.50413798,0.263994627,0.57087527,0.0388014388,0.186543427,0.65670749,0.186198877,0.38653056,0.45579104,0.343159,0.25902813,0.49935909,0.87785918,0.79168317,0.7723318,0.42697399,0.117676782,0.48551685,0.27197118,0.37490415,0.72989146,0.66982787,0.72431446,0.38114804,0.43395933,0.48763961,0.50200785,0.174830406,0.1093167353,0.28605512,0.224102891,0.69122545,0.43740938,0.40764332,0.28809668,0.70095404,0.26488488,0.528739874,0.64193167,0.121948491,0.076239604,0.167913371,0.59928036,0.142578874
0.60701307,0.31476162,0.21149229,0.31375833,0.141316252,0.21653355,0.34493857,0.16625341,0.154043841,0.20564731,0.28959709,0.309529847,1.0135169,0.33471268,0.24431654,0.13248046,0.14896333,0.32613126,0.069267798,0.53890245,0.42246984,0.29607392,0.72066461,0.032159484,0.219957428,0.72350305,0.13920412,0.32135469,0.37002218,0.25612095,0.29553509,0.45973669,1.31634177,0.7609824,0.50200633,0.3266353,0.11884949,0.54909116,0.23416273,0.71253602,0.56986407,0.85533788,0.85085596,0.33994637,0.62775981,0.38420311,0.30843432,0.179584914,0.194773311,0.27740504,0.25753421,0.67239125,0.45822546,0.41601334,0.32574609,0.98972289,0.28758641,0.41320186,0.51958807,0.133572945,0.081637379,0.188443247,0.6442764,0.163314352
0.67272079,0.29786258,0.21471953,0.37238155,0.17859231,0.24829421,0.40033911,0.15736703,0.202123975,0.26027729,0.28134996,0.374179184,0.74958131,0.37474203,0.18079348,0.16131903,0.17602588,0.35349935,0.099307168,0.47725869,0.39177734,0.23748498,0.59757083,0.045614966,0.324543952,0.60676948,0.17539192,0.35754721,0.35432794,0.27093455,0.35363689,0.71445526,1.14544887,0.67144169,0.62619347,0.34637589,0.12630505,0.54512224,0.22737092,0.39704202,0.55266734,0.81384867,0.72096021,0.34198996,0.62792842,0.40673598,0.40951822,0.252518021,0.310520224,0.26864006,0.20296364,0.61762189,0.40064679,0.37922651,0.28331918,0.88480686,0.3893135,0.51215461,0.726204,0.14713995,0.099579443,0.190971738,0.52829443,0.18434262
0.71047862,0.41485749,0.29730423,0.36149554,0.11489644,0.2616861,0.31756455,0.1338608,0.075285378,0.24569913,0.30558035,0.165313289,0.8902444,0.29130968,0.35489448,0.11225874,0.11281873,0.37034682,0.036732932,0.65352604,0.44919819,0.27004725,0.83364739,0.02387,0.0719434173,0.83127122,0.1300534,0.38450698,0.46973864,0.35002613,0.23466889,0.39978291,1.20181119,0.78158562,0.50818488,0.40012865,0.122269175,0.61155391,0.27458984,0.7266607,0.53665765,0.7884392,0.90942919,0.3626962,0.64412376,0.44062407,0.28747779,0.078093778,0.1344433,0.28493741,0.21301958,0.64313268,0.46593657,0.36539313,0.28743122,0.89859031,0.30769251,0.43551547,0.5949529,0.061064636,0.0417318,0.092473287,0.7358943,0.088557736
0.52346153,0.256432998,0.22050008,0.33398541,0.268386555,0.30651522,0.44956976,0.164207301,0.171570525,0.27718941,0.30270787,0.732723774,0.77880978,0.33638999,0.17148129,0.157137702,0.164835153,0.39462633,0.085099779,0.42366896,0.3734644,0.35729973,0.53685108,0.0499681242,0.167841064,0.52333943,0.15010428,0.39550188,0.35482867,0.27321262,0.28039733,0.454081109,0.643626189,0.84153213,0.75676968,0.44719014,0.20507795,0.42687391,0.233486323,0.31924805,0.51501186,0.74253167,0.7545073,0.35025338,0.63505036,0.47895812,0.75231503,0.179722592,0.464131203,0.29740767,0.328832794,0.69732758,0.42315051,0.38494272,0.341264303,0.543997811,0.22704441,0.88278072,0.55791341,0.150949912,0.091229701,0.180497173,0.53676629,0.173419609
