Emoji_0,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Emoji_6,Emoji_7,Emoji_8,Emoji_9,Emoji_10,Emoji_11,Emoji_12,Emoji_13,Emoji_14,Emoji_15,Emoji_16,Emoji_17,Emoji_18,Emoji_19,Emoji_20,Emoji_21,Emoji_22,Emoji_23,Emoji_24,Emoji_25,Emoji_26,Emoji_27,Emoji_28,Emoji_29,Emoji_30,Emoji_31,Emoji_32,Emoji_33,Emoji_34,Emoji_35,Emoji_36,Emoji_37,Emoji_38,Emoji_39,Emoji_40,Emoji_41,Emoji_42,Emoji_43,Emoji_44,Emoji_45,Emoji_46,Emoji_47,Emoji_48,Emoji_49,Emoji_50,Emoji_51,Emoji_52,Emoji_53,Emoji_54,Emoji_55,Emoji_56,Emoji_57,Emoji_58,Emoji_59,Emoji_60,Emoji_61,Emoji_62,Emoji_63
0.55873617,0.30610578,0.26378363,0.41736918,0.292335821,0.36386285,0.39555077,0.152459855,0.131394855,0.25752301,0.32602285,0.163614445,0.83758729,0.20509172,0.2296593,0.14211299,0.130832325,0.46144642,0.059605765,0.50552828,0.42099385,0.38022898,0.58640027,0.032236056,0.1397256595,0.62766442,0.11724678,0.46879012,0.49032812,0.35261543,0.34369242,0.46322732,1.1518873,0.75365775,0.8405189,0.48968812,0.123170512,0.60412201,0.22142345,0.47774501,0.52771965,0.84531934,0.74360309,0.43328615,0.45743923,0.53427253,0.58171732,0.139366317,0.107761605,0.28350418,0.24569322,0.45948544,0.50050445,0.37887372,0.28745093,0.87313696,0.23262923,0.46711767,0.54146222,0.073680061,0.060446195,0.127865444,0.660366,0.151315494
0.6998675,0.35613739,0.2513339,0.37810169,0.208059784,0.30756571,0.47442493,0.18860569,0.108273785,0.28377395,0.35842783,0.205201793,0.8823566,0.26354123,0.22373804,0.15870732,0.17101629,0.39450086,0.055149963,0.62755562,0.58852678,0.33140247,0.71935757,0.036846878,0.096062364,0.74696173,0.15507174,0.43236055,0.50448029,0.34036421,0.28093485,0.57737726,0.82408023,0.9781178,0.66444077,0.44117075,0.148240831,0.47958328,0.24108796,0.64466,0.59809513,0.70851102,0.6695599,0.41265534,0.47220934,0.53647294,0.35223877,0.107266161,0.145757057,0.3500936,0.26288001,0.36612868,0.47267992,0.46433061,0.32966283,0.66547265,0.24159281,0.48450463,0.47801229,0.071006494,0.056649626,0.108316253,0.7002914,0.118144193
0.53041723,0.29583501,0.23430069,0.44874474,0.284922143,0.36288523,0.50262807,0.178289283,0.24387427,0.27496045,0.27833062,0.314886941,0.52206832,0.27073165,0.20169852,0.18402531,0.194158823,0.48485801,0.123021431,0.43773535,0.36674904,0.36662712,0.45945771,0.045721988,0.32222451,0.4655438,0.188145849,0.45642055,0.33100186,0.32355821,0.33420668,0.45873192,0.707388484,0.80903243,1.03153131,0.50840174,0.130856904,0.45858198,0.20714628,0.65518456,0.76738577,0.50170745,0.6512318,0.37280845,0.49132399,0.45379231,0.96210295,0.30461015,0.240426311,0.26321165,0.227184075,0.37127016,0.43079324,0.37949027,0.28232618,0.62856637,0.28292529,0.48702565,0.52997691,0.16270456,0.122207484,0.34732492,0.44334435,0.301376025
0.64214146,0.30429805,0.22610494,0.46460916,0.249803298,0.24890342,0.42626901,0.20896797,0.215616076,0.24186575,0.41434054,0.199388494,0.92616076,0.20827348,0.15102996,0.15898893,0.23189023,0.41638945,0.091378296,0.53090928,0.5575977,0.28288261,0.47544207,0.040509001,0.400954677,0.59395641,0.138136936,0.33735602,0.38254379,0.31722687,0.36398341,0.55262979,0.59524746,0.89036812,0.70688103,0.39986926,0.152131743,0.37620196,0.18052695,0.39290822,0.66090668,0.67499918,0.93783697,0.38059037,0.39406401,0.45757873,0.54865227,0.314435519,0.131433009,0.29264754,0.21073635,0.60818262,0.47257776,0.56812853,0.30593525,0.53663216,0.23504595,0.61203591,0.55319417,0.11191082,0.077453629,0.406180215,0.62440027,0.189760679
0.66941644,0.363434611,0.225790584,0.39382655,0.233844015,0.22238579,0.43631086,0.17700294,0.213093212,0.26581751,0.34085904,0.185337859,0.74881883,0.20050208,0.224194635,0.142495618,0.198569276,0.430128078,0.096651622,0.65837077,0.48954056,0.244123362,0.48794063,0.046594458,0.4742909959,0.68758934,0.1523129,0.32073176,0.48488076,0.30993932,0.32331381,0.47907785,0.99501045,0.86232646,0.4741131,0.33451357,0.149445219,0.58704916,0.25591841,0.6971246,0.70920839,0.55366307,0.65451376,0.35940603,0.41657895,0.4077715,0.43023134,0.32215083,0.130804653,0.30344536,0.238060724,0.4095604,0.39732177,0.46852592,0.30780811,0.78882674,0.32404671,0.55093607,0.57929817,0.113199322,0.082492192,0.440751581,0.59330712,0.135404618
0.65190568,0.30174669,0.19963006,0.35102142,0.242964988,0.27696497,0.4499401,0.18575119,0.225979099,0.32417002,0.31851461,0.369970905,0.58603424,0.29132453,0.21796403,0.19128193,0.19284908,0.46235805,0.107283083,0.50638002,0.46606246,0.34469836,0.57384408,0.050562897,0.332280921,0.59989885,0.16844236,0.40612898,0.36136374,0.26226743,0.33178442,0.48342989,0.81086139,0.81746929,0.69016779,0.41656944,0.1366721,0.45675075,0.21713193,0.2986057,0.78657394,0.58471547,0.7599494,0.37599982,0.53868871,0.47650955,0.45416274,0.282890241,0.317112959,0.27001546,0.27458285,0.43725436,0.39159055,0.46409127,0.31717766,0.68025446,0.22029632,0.71409865,0.73779324,0.136280625,0.104627987,0.251155831,0.55013846,0.195011651
0.58495805,0.23765352,0.19603251,0.31851102,0.254733296,0.22438943,0.42849163,0.24040714,0.18826239,0.23361738,0.35595718,0.30006916,0.71741172,0.29247264,0.15938765,0.19225269,0.2394961,0.41920694,0.109561283,0.43817407,0.43640662,0.3856637,0.46609569,0.054297698,0.268376036,0.53890324,0.11538167,0.34575008,0.37391793,0.26577134,0.32766728,0.52560806,0.805988681,1.0202331,0.5955299,0.34048375,0.18323098,0.427047341,0.18054129,0.41405871,0.6791036,0.53940476,1.01454113,0.36391749,0.6129463,0.40818712,0.35614757,0.21656648,0.215384368,0.25921994,0.340534044,0.50711229,0.42774203,0.57981603,0.45234887,0.675643557,0.18010269,0.94444144,0.76083577,0.13765161,0.102902145,0.21161373,0.5747423,0.23709641
0.53900135,0.28217455,0.23813891,0.4255638,0.380636496,0.2599382,0.54342681,0.210222798,0.181749822,0.29423125,0.46584972,0.287984959,0.76744624,0.27788499,0.157063378,0.19567399,0.217141983,0.62463282,0.112178254,0.49941954,0.52170849,0.35681075,0.37482671,0.043534774,0.164279128,0.49391815,0.17632813,0.35090267,0.34902905,0.30876988,0.41380723,0.71121833,0.552191849,0.99950515,0.66973237,0.40510499,0.25561126,0.42545975,0.13054808,0.28915874,0.71453647,0.64124411,0.81904392,0.35341118,0.55908639,0.45569782,0.48620219,0.184894148,0.215118134,0.30751699,0.22819222,0.61768712,0.36338471,0.52168884,0.36957022,0.515309148,0.16705155,0.62270265,0.59026242,0.120933502,0.10349165,0.197003766,0.63076528,0.26240168
0.61365501,0.335768827,0.27289343,0.3595364,0.223760218,0.24904655,0.40738495,0.16427927,0.149874465,0.27025591,0.34790985,0.502135928,0.76419436,0.2698173,0.19161208,0.15429225,0.16041322,0.41838243,0.071715958,0.59430517,0.50317044,0.34862735,0.51381813,0.04087227,0.199255326,0.64038259,0.14704607,0.35071517,0.34980626,0.33779158,0.32899772,0.5131779,0.67318223,0.78560383,0.55669054,0.39092414,0.17922233,0.48295676,0.1565356,0.81920378,0.63860283,0.61080066,0.88187979,0.41273849,0.62446247,0.495425,0.37074682,0.174460542,0.402921495,0.25276046,0.24567755,0.60132964,0.51639759,0.42922166,0.3283409,0.58987608,0.21534423,0.66692219,0.60043702,0.09344088,0.068623534,0.188782722,0.59270254,0.15889143
0.73741062,0.41303061,0.26932986,0.38807474,0.19162465,0.22573345,0.440202251,0.155296542,0.152335325,0.29681521,0.34417714,0.292912767,0.8723761,0.31876566,0.26115621,0.173369911,0.158952864,0.390143689,0.0728418717,0.70412885,0.53277977,0.243946033,0.62571175,0.0334753808,0.1765426098,0.78551122,0.20400871,0.31047663,0.45412031,0.32881575,0.31884233,0.45268925,0.748704324,0.79983995,0.48012607,0.37760517,0.123970649,0.51801987,0.27341568,0.49276987,0.7155099,0.65643907,0.96312228,0.36317359,0.441279175,0.44241717,0.29240263,0.177301371,0.2025473057,0.31476564,0.246218708,0.51842181,0.45255891,0.43204223,0.31834972,0.63610422,0.30555546,0.490230688,0.59035496,0.105203977,0.06790604,0.321832544,0.613213,0.193001903
0.54228856,0.24025867,0.20653338,0.28098005,0.193044708,0.21836934,0.4524544,0.18539551,0.164547662,0.28469781,0.36894963,0.394835112,0.80916395,0.263153716,0.13748634,0.17201589,0.18758117,0.4053711,0.069655486,0.45611657,0.4681202,0.33340343,0.51946205,0.050867557,0.239497276,0.56199054,0.13961687,0.33926487,0.44626213,0.28694933,0.72937756,0.5754585,0.84217306,0.92681293,0.53835407,0.28911199,0.20691457,0.40871695,0.15512538,0.94510129,0.53032923,0.54182368,1.33581457,0.36847402,0.52374378,0.39775591,0.27576963,0.206216037,0.291700345,0.31745808,0.26888911,0.41392023,0.5105237,0.48130799,0.40391659,0.641708,0.23358805,0.51704033,0.47279841,0.091366746,0.064938185,0.233113166,0.68238897,0.159934109
0.62817561,0.32171907,0.30422838,0.4219199,0.31799003,0.28434491,0.42934783,0.16886194,0.154117996,0.25676782,0.36808313,0.313419435,0.9680766,0.42408676,0.25939284,0.160024951,0.15481296,0.40212429,0.079828908,0.55946222,0.50969496,0.26349122,0.54152151,0.039740994,0.158096174,0.64533254,0.13335799,0.38070797,0.43911568,0.39399049,0.32625326,0.5608131,0.758197104,0.75497511,0.60472256,0.40029635,0.14831387,0.4758252,0.19462797,0.50975062,0.53258974,0.72056643,0.992629,0.42600229,0.43908487,0.4981299,0.35927251,0.167366723,0.234420211,0.31499398,0.22316229,0.60449306,0.50935792,0.42397251,0.31025488,0.636871142,0.21362276,0.46155418,0.47607164,0.096122977,0.074468527,0.229341403,0.65011083,0.18992747
