Date,Open,High,Low,Close,Adj Close,Volume
2008-08-07,11655.419922,11655.580078,11416.700195,11431.429688,11431.429688,229610000
2008-08-08,11432.089844,11759.959961,11388.040039,11734.320313,11734.320313,212830000
